																				
																					
													Mixed Door Cabinet								
The Delfield Company	Delfield	F18WC78	F18WC78	"18WC78,18WC78,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.23			36	78	31.5	2.2	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	F18WC87	F18WC87	"18WC87,18WC87,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.48			36	87	31.5	2.72	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	F18WC95	F18WC95	"18WC95,18WC95,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	27.46			36	95	31.5	2.9	R-404A	5/11/2011	9/19/2012
The Delfield Company	Delfield	SSR1-G	SSR1-G	"SAR1-G,SAR1-G,; SAR1-G-168,SAR1-G-168,; SAR1-G-203,SAR1-G-203,; SAR1-G-207,SAR1-G-207,; SAR1-G-24,SAR1-G-24,; SAR1-G40,SAR1-G40,; SAR1-G40-203,SAR1-G40-203,; SMR1-G,SMR1-G,; SMR1-G-203,SMR1-G-203,; SMR1-G40,SMR1-G40,; SSR1-G-168,SSR1-G-168,; SSR1-G-203,SSR1-G-203,; SSR1-G-208,SSR1-G-208,; SSR1-G-24,SSR1-G-24,; SSR1-G40,SSR1-G40,; SSR1-G40-203,SSR1-G40-203,; SSR1-G40-303,SSR1-G40-303,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	25.35	25.35	0	82	29	34	3.98	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR1-GH	SSR1-GH	"SAR1-GH,SAR1-GH,; SAR1-GH-203,SAR1-GH-203,; SAR1-GH57-24,SAR1-GH57-24,; SMR1-GH,SMR1-GH,; SMR1-GH57,SMR1-GH57,; SSR1-GH-172,SSR1-GH-172,; SSR1-GH-192,SSR1-GH-192,; SSR1-GH-203,SSR1-GH-203,; SSR1-GH-207,SSR1-GH-207,; SSR1-GH-24,SSR1-GH-24,; SSR1-GH-M293,SSR1-GH-M293,; SSR1-GH-M310,SSR1-GH-M310,; SSR1-GH57,SSR1-GH57,; SSR1-GH57-203,SSR1-GH57-203,; SSR1-GH57-24,SSR1-GH57-24,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	25.27	25.27	0	82	29	34	3.93	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR1-S	SSR1-S	"SAR1-S,SAR1-S,; SAR1-S-100,SAR1-S-100,; SAR1-S-224,SAR1-S-224,; SAR1-S-24,SAR1-S-24,; SAR1-S3,SAR1-S3,; SAR1-S3-207,SAR1-S3-207,; SAR1-S3-224,SAR1-S3-224,; SAR1-S3-24,SAR1-S3-24,; SMR1-S,SMR1-S,; SMR1-S-205,SMR1-S-205,; SMR1-S-207,SMR1-S-207,; SMR1-S-24,SMR1-S-24,; SMR1-S3,SMR1-S3,; SMR1-S3-24,SMR1-S3-24,; SSR1-S-178,SSR1-S-178,; SSR1-S-207,SSR1-S-207,; SSR1-S-212,SSR1-S-212,; SSR1-S-219,SSR1-S-219,; SSR1-S-24,SSR1-S-24,; SSR1-S-28,SSR1-S-28,; SSR1-S-306,SSR1-S-306,; SSR1-S-36,SSR1-S-36,; SSR1-S-38,SSR1-S-38,; SSR1-S-39,SSR1-S-39,; SSR1-S-5,SSR1-S-5,; SSR1-S-70,SSR1-S-70,; SSR1-S-83,SSR1-S-83,; SSR1-S-CB1,SSR1-S-CB1,; SSR1-S3,SSR1-S3,; SSR1-S3-207,SSR1-S3-207,; SSR1-S3-24,SSR1-S3-24,; SSR1-S3-28,SSR1-S3-28,; SSR1-S3-32,SSR1-S3-32,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	24.53	0	24.53	82	29	34	2.38	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR1-SH	SSR1-SH	"SAR1-SH, SAR1-SH13,SAR1-SH, SAR1-SH13,; SAR1-SH-207,SAR1-SH-207,; SAR1-SH-219,SAR1-SH-219,; SAR1-SH-24,SAR1-SH-24,; SAR1-SH-32,SAR1-SH-32,; SAR1-SH13-207,SAR1-SH13-207,; SAR1-SH13-24,SAR1-SH13-24,; SAR1-SH13-32,SAR1-SH13-32,; SMR1-SH,SMR1-SH,; SMR1-SH-207,SMR1-SH-207,; SMR1-SH-219,SMR1-SH-219,; SMR1-SH-24,SMR1-SH-24,; SMR1-SH-28,SMR1-SH-28,; SMR1-SH-M238,SMR1-SH-M238,; SMR1-SH13,SMR1-SH13,; SMR1-SH13-205,SMR1-SH13-205,; SMR1-SH13-207,SMR1-SH13-207,; SMR1-SH13-24,SMR1-SH13-24,; SSR1-SH-205,SSR1-SH-205,; SSR1-SH-207,SSR1-SH-207,; SSR1-SH-219,SSR1-SH-219,; SSR1-SH-24,SSR1-SH-24,; SSR1-SH-246,SSR1-SH-246,; SSR1-SH-28,SSR1-SH-28,; SSR1-SH-32,SSR1-SH-32,; SSR1-SH-CB1,SSR1-SH-CB1,; SSR1-SH-OTB1,SSR1-SH-OTB1,; SSR1-SH-OTB2,SSR1-SH-OTB2,; SSR1-SH13,SSR1-SH13,; SSR1-SH13-12,SSR1-SH13-12,; SSR1-SH13-205,SSR1-SH13-205,; SSR1-SH13-207,SSR1-SH13-207,; SSR1-SH13-219,SSR1-SH13-219,; SSR1-SH13-24,SSR1-SH13-24,; SSR1-SH13-28,SSR1-SH13-28,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	24.46	0	24.46	82	29	34	2.63	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR2-G	SSR2-G	"SAR2-G,SAR2-G,; SAR2-G-24,SAR2-G-24,; SAR2-G113-168,SAR2-G113-168,; SMR2-G,SMR2-G,; SMR2-G-203,SMR2-G-203,; SSR2-G-203,SSR2-G-203,; SSR2-G-232,SSR2-G-232,; SSR2-G-24,SSR2-G-24,; SSR2-G113,SSR2-G113,; SSR2-G114,SSR2-G114,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	51.42	51.42	0	82	56	34	5.51	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR2-GH	SSR2-GH	"SAR2-GH,SAR2-GH,; SMR2-GH,SMR2-GH,; SSR2-GH-168,SSR2-GH-168,; SSR2-GH-172,SSR2-GH-172,; SSR2-GH-225,SSR2-GH-225,; SSR2-GH-46,SSR2-GH-46,; SSR2-GH171,SSR2-GH171,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	51.19	51.19	0	82	56	34	6.22	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR2-S	SSR2-S	"SAR2-S,SAR2-S,; SAR2-S-11,SAR2-S-11,; SAR2-S-175,SAR2-S-175,; SAR2-S-209,SAR2-S-209,; SAR2-S-234,SAR2-S-234,; SAR2-S-24,SAR2-S-24,; SAR2-S-261,SAR2-S-261,; SAR2-S-28,SAR2-S-28,; SAR2-S-30,SAR2-S-30,; SAR2-S-32,SAR2-S-32,; SAR2-S-8,SAR2-S-8,; SAR2-S24,SAR2-S24,; SMR2-S,SMR2-S,; SMR2-S-11,SMR2-S-11,; SMR2-S-207,SMR2-S-207,; SMR2-S-24,SMR2-S-24,; SMR2-S128,SMR2-S128,; SMR2-S17,SMR2-S17,; SMR2-S17-24,SMR2-S17-24,; SMR2-S24,SMR2-S24,; SMR2-S24-205,SMR2-S24-205,; SSR2-S-102,SSR2-S-102,; SSR2-S-11,SSR2-S-11,; SSR2-S-160,SSR2-S-160,; SSR2-S-205,SSR2-S-205,; SSR2-S-209,SSR2-S-209,; SSR2-S-24,SSR2-S-24,; SSR2-S-28,SSR2-S-28,; SSR2-S-32,SSR2-S-32,; SSR2-S-36,SSR2-S-36,; SSR2-S-46,SSR2-S-46,; SSR2-S-CB1,SSR2-S-CB1,; SSR2-S17,SSR2-S17,; SSR2-S17-11,SSR2-S17-11,; SSR2-S24,SSR2-S24,; SSR2-S24-24,SSR2-S24-24,; SSR2-S24-28,SSR2-S24-28,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	50.35	0	50.35	82	56	34	3.92	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR2-SH	SSR2-SH	"SAR2-SH,SAR2-SH,; SAR2-SH-207,SAR2-SH-207,; SAR2-SH-219,SAR2-SH-219,; SAR2-SH25,SAR2-SH25,; SAR2-SH53-207,SAR2-SH53-207,; SMR2-SH,SMR2-SH,; SMR2-SH-201,SMR2-SH-201,; SMR2-SH-209,SMR2-SH-209,; SMR2-SH-28,SMR2-SH-28,; SSR2-SH-11,SSR2-SH-11,; SSR2-SH-118,SSR2-SH-118,; SSR2-SH-205,SSR2-SH-205,; SSR2-SH-207,SSR2-SH-207,; SSR2-SH-209,SSR2-SH-209,; SSR2-SH-24,SSR2-SH-24,; SSR2-SH-28,SSR2-SH-28,; SSR2-SH-32,SSR2-SH-32,; SSR2-SH25,SSR2-SH25,; SSR2-SH25-207,SSR2-SH25-207,; SSR2-SH25-24,SSR2-SH25-24,; SSR2-SH53,SSR2-SH53,; SSR2-SH53-207,SSR2-SH53-207,; SSR2-SH53-219,SSR2-SH53-219,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	50.22	0	50.22	82	56	34	4.25	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR3-G	SSR3-G	"SAR3-G,SAR3-G,; SMR3-G,SMR3-G,; SSR3-G-203,SSR3-G-203,; SSR3-G-225,SSR3-G-225,; SSR3-G276-168,SSR3-G276-168,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	3	0	Hinged	78.36	78.36	0	82	83	34	8.44	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR3-GH	SSR3-GH	"SAR3-GH,SAR3-GH,; SMR3-GH,SMR3-GH,"	Glass Door Refrigerator Cabinet	Vertical		Automatic	6	0	Hinged	78.01	78.01	0	82	83	34	9.37	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR3-S	SSR3-S	"SAR3-S,SAR3-S,; SAR3-S31,SAR3-S31,; SAR3-S69,SAR3-S69,; SMR3-S,SMR3-S,; SMR3-S-207,SMR3-S-207,; SMR3-S269-190,SMR3-S269-190,; SMR3-S31,SMR3-S31,; SSR3-S-11,SSR3-S-11,; SSR3-S-24,SSR3-S-24,; SSR3-S31,SSR3-S31,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	76.75	0	76.75	82	83	34	5.2	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	SSR3-SH	SSR3-SH	"SAR3-SH,SAR3-SH,; SMR3-SH,SMR3-SH,; SSR3-SH-11,SSR3-SH-11,; SSR3-SH38,SSR3-SH38,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	76.55	0	76.55	82	83	34	5.3	R-404A	6/6/2011	12/3/2012
The Delfield Company	Delfield	ST4048-MD1	ST4048-MD1	"ST4048-A3,ST4048-A3,; ST4048-MD2,ST4048-MD2,; ST4048-MD3,ST4048-MD3,; UC4048-A3,UC4048-A3,; UC4048-A7,UC4048-A7,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	10.8		10.8	35.5	48	28.5	2.2	R-404A	5/16/2011	12/3/2012
The Delfield Company	Delfield	ST4432N	ST4432N	"ST4432N-A121,ST4432N-A121,; ST4432N-A37,ST4432N-A37,; ST4432N-A8,ST4432N-A8,; ST4432N-DHL,ST4432N-DHL,; ST4432N-DHL-A121,ST4432N-DHL-A121,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	36	32	31.5	2.3	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	ST4448N	ST4448N	"ST4448N-A121,ST4448N-A121,; ST4448N-A361,ST4448N-A361,; ST4448N-A37,ST4448N-A37,; ST4448N-A447,ST4448N-A447,; ST4448N-A563,ST4448N-A563,; ST4448N-A6,ST4448N-A6,; ST4448N-A61,ST4448N-A61,; ST4448N-A623,ST4448N-A623,; ST4448N-A692,ST4448N-A692,; ST4448N-A8,ST4448N-A8,; ST4448N-A827,ST4448N-A827,; ST4448N-D11,ST4448N-D11,; ST4448N-D13,ST4448N-D13,; ST4448N-D13-A8,ST4448N-D13-A8,; ST4448N-TS5,ST4448N-TS5,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	36	48	31.5	2.61	R-404A	12/1/2008	12/3/2012
The Delfield Company	Delfield	ST4460N	ST4460N	"ST4460N-A563,ST4460N-A563,; ST4460N-A61,ST4460N-A61,; ST4460N-A8,ST4460N-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	36	60	31.5	2.75	R-404A	12/20/2008	12/3/2012
The Delfield Company	Delfield	ST4472N	ST4472N	"ST4472N-A109,ST4472N-A109,; ST4472N-A121,ST4472N-A121,; ST4472N-A225,ST4472N-A225,; ST4472N-A37,ST4472N-A37,; ST4472N-A563,ST4472N-A563,; ST4472N-A777,ST4472N-A777,; ST4472N-A8,ST4472N-A8,; ST4472N-D2-A362,ST4472N-D2-A362,; ST4472N-D2-A679,ST4472N-D2-A679,; ST4472N-D2-A8,ST4472N-D2-A8,; ST4472N-D2-D2,ST4472N-D2-D2,; ST4472N-D22,ST4472N-D22,; ST4472N-D25,ST4472N-D25,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	36	72	31.5	3.11	R-404A	3/3/2010	12/3/2012
The Delfield Company	Delfield	UC4048	UC4048	"ST4048,ST4048,; ST4048-A11,ST4048-A11,; ST4048-A13,ST4048-A13,; ST4048-A18,ST4048-A18,; ST4048-A2,ST4048-A2,; ST4048-A36,ST4048-A36,; ST4048-A71,ST4048-A71,; ST4048-D2,ST4048-D2,; ST4048-D2-A2,ST4048-D2-A2,; ST4048-D3-A2,ST4048-D3-A2,; ST4048-M236,ST4048-M236,; UC4048-A2,UC4048-A2,; UC4048-A20,UC4048-A20,; UC4048-A28,UC4048-A28,; UC4048-A30,UC4048-A30,; UC4048-A4,UC4048-A4,; UC4048-A5,UC4048-A5,; UC4048-A9,UC4048-A9,; UC4048-D2,UC4048-D2,; UC4048-D2-A2,UC4048-D2-A2,; UC4048-D3,UC4048-D3,; UC4048-JIB1,UC4048-JIB1,; UC4048-KK1,UC4048-KK1,; UC4048-M336,UC4048-M336,; UC4048-STAR,UC4048-STAR,; UC4048-STAR1,UC4048-STAR1,; UC4048-STAR2,UC4048-STAR2,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	10.8	0	10.8	35.5	48	28.5	2.04	R-404A	5/16/2011	12/3/2012
The Delfield Company	Delfield	UC4427N	UC4427N	"4427N,4427N,; 4427N-A107,4427N-A107,; 4427N-A121,4427N-A121,; 4427N-A37,4427N-A37,; 4427N-A8,4427N-A8,; 4427N-DHL,4427N-DHL,; 4427N-M331,4427N-M331,; ST4427N,ST4427N,; ST4427N-A8,ST4427N-A8,; ST4427N-DHL,ST4427N-DHL,; ST4427N-DHL-A741,ST4427N-DHL-A741,; UC4427N-A361,UC4427N-A361,; UC4427N-A6,UC4427N-A6,; UC4427N-A8,UC4427N-A8,; UC4427N-DHL,UC4427N-DHL,; UC4427N-DHL-A361,UC4427N-DHL-A361,; UC4427N-DHL-A6,UC4427N-DHL-A6,; UC4427N-DHL-A8,UC4427N-DHL-A8,; UC4427N-DHL-M250,UC4427N-DHL-M250,; UC4427N-DHL-M3,UC4427N-DHL-M3,; UC4427N-M250,UC4427N-M250,; UC4427N-M3,UC4427N-M3,; UC4427N-STAR1,UC4427N-STAR1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	8.2		8.2	33.6	27.1	31.5	1.99	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	UC4427N-DHL-A244	UC4427N-DHL-A244	"UC4427N-A244,UC4427N-A244,; UC4427N-A379,UC4427N-A379,; UC4427N-CH1,UC4427N-CH1,; UC4427N-DHL-A244,UC4427N-DHL-A244,; UC4427N-DHL-A379,UC4427N-DHL-A379,; UC4427N-DHL-CH1,UC4427N-DHL-CH1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	8.2		8.2	33.6	27.1	31.5	2.11	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	UC4432N	UC4432N	"UC4432N-A362,UC4432N-A362,; UC4432N-A8,UC4432N-A8,; UC4432N-DHL,UC4432N-DHL,; UC4432N-DHL-A362,UC4432N-DHL-A362,; UC4432N-DHL-A8,UC4432N-DHL-A8,; UC4432N-DHL-M77,UC4432N-DHL-M77,; UC4432N-M77,UC4432N-M77,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	34.3	32	31.5	2.3	R-404A	1/1/2005	12/3/2012
The Delfield Company	Delfield	UC4448N	UC4448N	"UC4448N,UC4448N,; UC4448N-A107,UC4448N-A107,; UC4448N-A23,UC4448N-A23,; UC4448N-A361,UC4448N-A361,; UC4448N-A362,UC4448N-A362,; UC4448N-A6,UC4448N-A6,; UC4448N-A8,UC4448N-A8,; UC4448N-BH1,UC4448N-BH1,; UC4448N-D12,UC4448N-D12,; UC4448N-D13,UC4448N-D13,; UC4448N-M250,UC4448N-M250,; UC4448N-M265,UC4448N-M265,; UC4448N-RB3,UC4448N-RB3,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	34.3	48	31.5	2.61	R-404A	12/1/2008	12/3/2012
The Delfield Company	Delfield	UC4460N	UC4460N	"UC4460N-A362,UC4460N-A362,; UC4460N-A37,UC4460N-A37,; UC4460N-A553,UC4460N-A553,; UC4460N-A589,UC4460N-A589,; UC4460N-A8,UC4460N-A8,; UC4460N-D39,UC4460N-D39,; UC4460N-M265,UC4460N-M265,; UC4460N-MD1-CP,UC4460N-MD1-CP,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	34.3	60	31.5	2.75	R-404A	12/20/2008	12/3/2012
The Delfield Company	Delfield	UC4464N	UC4464N	"UC4464N-A361,UC4464N-A361,; UC4464N-A362,UC4464N-A362,; UC4464N-A8,UC4464N-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.6		21.6	34.3	64	31.5	2.83	R-404A	2/12/2010	12/3/2012
The Delfield Company	Delfield	UC4472N	UC4472N	"UC4472N-A225,UC4472N-A225,; UC4472N-A341,UC4472N-A341,; UC4472N-A361,UC4472N-A361,; UC4472N-A590,UC4472N-A590,; UC4472N-A8,UC4472N-A8,; UC4472N-D15,UC4472N-D15,; UC4472N-D2,UC4472N-D2,; UC4472N-D2-A361,UC4472N-D2-A361,; UC4472N-D2-A8,UC4472N-D2-A8,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	34.3	72	31.5	3.11	R-404A	3/3/2010	12/3/2012
The Delfield Company	McCall	MCCRT27	MCCRT27	"MCCRT27-I1,MCCRT27-I1,"	Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	8.2		8.2	33.6	27.1	31.5	1.99	R-404A	1/1/2005	12/3/2012
The Delfield Company	The Delfield Company	402	402		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7		5.7	33.3	27.3	27.8	1.88	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	406	406		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7		5.7	33.3	27.3	27.8	1.88	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	406-CA	406-CA		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	5.7		5.7	33.3	27.3	27.8	1.88	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	4432N	4432N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	36	32	31.5	2.3	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	4448N	4448N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	16		16	36	48	31.5	2.61	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	4460N	4460N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	36	60	31.5	2.75	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	4464N	4464N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.6		21.6	36	64	31.5	2.83	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	4472N	4472N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	36	72	31.5	3.11	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4048	ST4048		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	10.8		10.8	35.5	48	28.5	2.04	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4432N	ST4432N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	36	32	31.5	2.3	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4448N	ST4448N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	36	48	31.5	2.61	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4460N	ST4460N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	36	60	31.5	2.75	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4464N	ST4464N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.6		21.6	36	64	31.5	2.83	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	ST4472N	ST4472N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	36	72	31.5	3.11	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4048	UC4048		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	10.8		10.8	35.5	48	28.5	2.04	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4432N	UC4432N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	10.1		10.1	34.25	32	31.5	2.3	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4448N	UC4448N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	16		16	34.3	48	31.5	2.61	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4460N	UC4460N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	20.2		20.2	34.3	60	31.5	2.75	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4464N	UC4464N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	21.6		21.6	34.3	64	31.5	2.83	R-404A	1/1/2005	10/19/2012
The Delfield Company	The Delfield Company	UC4472N	UC4472N		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	24.8		24.8	34.3	72	31.5	3.11	R-404A	1/1/2005	10/19/2012
Traulsen (A division of ITW)	Traulsen	G10000	G10000		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	24.2			83.25	211.46	35	2.29	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G10004P	G10004P		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	25.6			83.25	211.46	37.94	3.1	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G10010	G10010		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	24.2			83.25	211.46	35	2.32	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G10014P	G10014P		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	25.6			83.25	211.46	37.94	3.13	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G11000	G11000		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	24.2			83.25	211.46	35	4.43	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G11010	G11010		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	24.2			83.25	211.46	35	4.38	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G20000	G20000		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	46			83.25	211.46	35	3.62	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G20004P	G20004P		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	8	Hinged	48.8			83.25	211.46	37.94	4.3	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G20010	G20010		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	46			83.25	211.46	35	3.6	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G20014P	G20014P		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	48.8			83.25	211.46	37.94	4.28	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G21000	G21000		Glass Door Refrigerator Cabinet	Vertical		Automatic	4	0	Hinged	46			83.25	211.46	35	6	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G21010	G21010		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	46			83.25	211.46	35	6	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G30000	G30000		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	6	Hinged	69.1			83.25	211.46	35	4.66	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	G30010	G30010		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	3	Hinged	69.1			83.25	211.46	35	4.68	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WPUT-FHS	RHT132WPUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	25.6			83.25	211.46	37.94	2.69	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WPUT-HHS	RHT132WPUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	25.6			83.25	211.46	37.94	2.83	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WUT-FHG	RHT132WUT-FHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	1	0	Hinged	24.2			83.25	211.46	35	4.35	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WUT-FHS	RHT132WUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	1	Hinged	24.2			83.25	211.46	35	2.33	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WUT-HHG	RHT132WUT-HHG		Glass Door Refrigerator Cabinet	Vertical		Automatic	2	0	Hinged	24.2			83.25	211.46	35	4.39	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT132WUT-HHS	RHT132WUT-HHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	2	Hinged	24.2			83.25	211.46	35	2.44	R-134A	1/1/2010	4/7/2011
Traulsen (A division of ITW)	Traulsen	RHT232NPUT-FHS	RHT232NPUT-FHS		Solid Door Refrigerator Cabinet	Vertical		Automatic	0	4	Hinged	48.8			83.25	211.46	37.94	4.19	R-134A	1/1/2010	4/7/2011
